Year,Week,merl.Si,merl.NH4,merl.NO32,merl.PO4,Si.raw,NH4.raw,NO32.raw,PO4.raw,chla,Precip,light,Secchi.depth,SAL_SURF,SAL_BOT,Temperature_SURF,Temperature_BOT
1970,1,NA,NA,NA,NA,14.65,NA,9.5472,1.4,NA,0.05,168.21,NA,NA,NA,1.6,NA
1970,2,NA,NA,NA,NA,10.84,NA,7.0512,1.21,NA,0.012857143,195.93,NA,NA,NA,0.5,NA
1970,3,NA,NA,NA,NA,15.82,NA,10.036,1.34,NA,0.012857143,174.3,NA,NA,NA,-0.8,NA
1970,4,NA,NA,NA,NA,18.26,NA,10.7224,1.22,NA,0.012857143,165.48,NA,NA,NA,NA,NA
1970,5,NA,NA,NA,NA,11.92,NA,7.6856,0.52,NA,0.011428571,164.01,NA,NA,NA,-0.05,NA
1970,6,NA,NA,NA,NA,23.44,NA,14.3416,0.88,NA,0.444285714,181.65,NA,NA,NA,0.3,NA
1970,7,NA,NA,NA,NA,14.75,NA,10.8472,0.66,NA,0.242857143,241.08,NA,NA,NA,0.5,NA
1970,8,NA,NA,NA,NA,1.17,NA,2.2568,0.58,NA,0.054285714,331.8,NA,NA,NA,1.9,NA
1970,9,NA,NA,NA,NA,0.59,NA,0.4888,0.29,NA,0.021428571,306.6,NA,28.6,NA,0.9,NA
1970,10,NA,NA,NA,NA,0.49,NA,0.6032,0.42,NA,0.048571429,345.24,NA,28,NA,2,NA
1970,11,NA,NA,NA,NA,0.98,NA,0.3744,0.37,NA,0.111428571,309.33,NA,NA,NA,2.1,NA
1970,12,NA,NA,NA,NA,1.47,NA,0.6448,0.57,NA,0.072857143,322.98,NA,29.1,NA,3.9,NA
1970,13,NA,NA,NA,NA,1.07,NA,0.26,0.72,NA,0.257142857,318.99,NA,26.4,NA,4,NA
1970,14,NA,NA,NA,NA,3.82,NA,0.832,0.6,NA,0.591428571,480.27,NA,26.4,NA,4.9,NA
1970,15,NA,NA,NA,NA,1.18,NA,0.2808,0.43,NA,0.011428571,506.73,NA,26.4,NA,6.7,NA
1970,16,NA,NA,NA,NA,0.69,NA,0.1144,0.67,NA,0,414.33,NA,26.4,NA,8.1,NA
1970,17,NA,NA,NA,NA,0.78,NA,0.6656,0.66,NA,0.144285714,406.77,NA,28.6,NA,8.8,NA
1970,18,NA,NA,NA,NA,0.49,NA,0.1352,1,NA,0,471.03,NA,27,NA,11.9,NA
1970,19,NA,NA,NA,NA,2.06,NA,0.3744,0.95,NA,0.021428571,555.24,NA,28.6,NA,13.5,NA
1970,20,NA,NA,NA,NA,4.61,NA,0.3952,1.36,NA,0.117142857,337.68,NA,28.6,NA,12.7,NA
1970,21,NA,NA,NA,NA,2.06,NA,0.0936,0.97,NA,0.247142857,381.36,NA,28.6,NA,13.7,NA
1970,22,NA,NA,NA,NA,2.26,NA,0.2288,1.06,NA,0.047142857,695.1,NA,29.1,NA,15,NA
1970,23,NA,NA,NA,NA,8.83,NA,1.4352,1.95,NA,0.391428571,348.81,NA,27,NA,16.9,NA
1970,24,NA,NA,NA,NA,0.98,NA,0.0416,0.66,NA,0.012857143,527.31,NA,28.6,NA,17.8,NA
1970,25,NA,NA,NA,NA,0,NA,0.3952,0.95,NA,0.007142857,526.89,NA,29.6,NA,17.4,NA
1970,26,NA,NA,NA,NA,5.66,NA,0.3328,1.23,NA,0.157142857,427.35,NA,29.4,NA,18.6,NA
1970,27,NA,NA,NA,NA,2.73,NA,0.5304,0.81,NA,0.041428571,483,NA,NA,NA,19.7,NA
1970,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,476.49,NA,NA,NA,NA,NA
1970,29,NA,NA,NA,NA,15.63,NA,0.3224,2.5,NA,0.11,507.99,NA,NA,NA,21.7,NA
1970,30,NA,NA,NA,NA,7.65,NA,0.3744,1.91,NA,0,511.14,NA,NA,NA,22.4,NA
1970,31,NA,NA,NA,NA,2.35,NA,0.416,1.36,NA,0.008571429,475.65,NA,NA,NA,23.8,NA
1970,32,NA,NA,NA,NA,6.77,NA,0.1872,2.65,NA,0.112857143,500.64,NA,NA,NA,22.5,NA
1970,33,NA,NA,NA,NA,10,NA,2.5896,2.14,NA,0.174285714,530.88,NA,NA,NA,22.2,NA
1970,34,NA,NA,NA,NA,8.63,NA,0.416,2.4,NA,0.168571429,399.84,NA,NA,NA,21.4,NA
1970,35,NA,NA,NA,NA,5.69,NA,1.0816,2.07,NA,0.445714286,517.65,NA,NA,NA,21.8,NA
1970,36,NA,NA,NA,NA,8.34,NA,0.8528,2.35,NA,0.065714286,269.64,NA,NA,NA,19.4,NA
1970,37,NA,NA,NA,NA,16.08,NA,2.5896,2.62,NA,0.002857143,297.57,NA,NA,NA,18.9,NA
1970,38,NA,NA,NA,NA,24.71,NA,4.3576,3.02,NA,0.17,398.58,NA,NA,NA,18.4,NA
1970,39,NA,NA,NA,NA,20.59,NA,4.5136,2.44,NA,0,286.02,NA,NA,NA,19.2,NA
1970,40,NA,NA,NA,NA,2.55,NA,1.2688,2.13,NA,0.102857143,311.43,NA,NA,NA,17.3,NA
1970,41,NA,NA,NA,NA,11.47,NA,1.2376,2.69,NA,0.011428571,251.16,NA,NA,NA,17.7,NA
1970,42,NA,NA,NA,NA,22.26,NA,3.2344,2.77,NA,0.11,265.02,NA,NA,NA,14.2,NA
1970,43,NA,NA,NA,NA,25.4,NA,6.1568,4.42,NA,0.448571429,167.58,NA,NA,NA,14.4,NA
1970,44,NA,NA,NA,NA,26.87,NA,6.6768,3.27,NA,0.005714286,219.24,NA,NA,NA,12.9,NA
1970,45,NA,NA,NA,NA,32.17,NA,8.4448,3.04,NA,0.427142857,185.01,NA,NA,NA,NA,NA
1970,46,NA,NA,NA,NA,32.56,NA,11.7728,3.46,NA,0.19,120.96,NA,NA,NA,10.6,NA
1970,47,NA,NA,NA,NA,31.68,NA,11.856,3.02,NA,0.125714286,147.21,NA,29.6,NA,10.2,NA
1970,48,NA,NA,NA,NA,31.77,NA,12.3864,2.82,NA,0.001428571,128.94,NA,29.6,NA,8.5,NA
1970,49,NA,NA,NA,NA,27.75,NA,12.3344,2.52,NA,0.047142857,130.41,NA,30.2,NA,5.6,NA
1970,50,NA,NA,NA,NA,27.85,NA,13.416,2.34,NA,0.132857143,121.38,NA,30.2,NA,4.3,NA
1970,51,NA,NA,NA,NA,24.13,NA,12.168,1.92,NA,0.347142857,97.02,NA,30.2,NA,4.1,NA
1970,52,NA,NA,NA,NA,14.71,NA,7.696,1.14,NA,0.135714286,170.31,NA,30.2,NA,1.7,NA
1971,1,NA,NA,NA,NA,12.45,NA,10.504,2.09,NA,0.31,405.72,NA,29.6,NA,0.5,NA
1971,2,NA,NA,NA,NA,5.2,NA,7.072,0.67,NA,0.074285714,165.27,NA,30.2,NA,-0.2,NA
1971,3,NA,NA,NA,NA,3.43,NA,3.3176,0.79,NA,0.028571429,210,NA,29.9,NA,-0.6,NA
1971,4,NA,NA,NA,NA,0.98,NA,0.676,0.44,NA,0.017142857,156.03,NA,29.6,NA,-0.2,NA
1971,5,NA,NA,NA,NA,1.27,NA,0.6864,0.58,NA,0.078571429,240.87,NA,30.2,NA,-1,NA
1971,6,NA,NA,NA,NA,0.98,NA,0.728,0.44,NA,0.151428571,181.44,NA,29.6,NA,-0.5,NA
1971,7,NA,NA,NA,NA,1.18,NA,0.2392,0.27,NA,0.358571429,234.36,NA,29.6,NA,0,NA
1971,8,NA,NA,NA,NA,1.86,NA,0.832,NA,NA,0.06,139.65,NA,24.4,NA,1.6,NA
1971,9,NA,NA,NA,NA,1.18,NA,0.416,NA,NA,0.195714286,234.99,NA,28.6,NA,2.4,NA
1971,10,NA,NA,NA,NA,0.39,NA,0.5512,NA,NA,0.211428571,329.28,NA,28,NA,1.5,NA
1971,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181428571,293.16,NA,NA,NA,NA,NA
1971,12,NA,NA,NA,NA,0.98,NA,0.208,NA,NA,0.151428571,364.14,NA,28.6,NA,NA,NA
1971,13,NA,NA,NA,NA,0.29,NA,0.572,NA,NA,0,417.06,NA,28,NA,3.4,NA
1971,14,NA,NA,NA,NA,0.2,NA,0.8008,0.15,NA,0.045714286,312.48,NA,27.5,NA,5.6,NA
1971,15,NA,NA,NA,NA,0.49,NA,5.5536,0.25,NA,0.147142857,421.26,NA,NA,NA,NA,NA
1971,16,NA,NA,NA,NA,1.08,NA,0.1768,0.54,NA,0.002857143,405.93,NA,28,NA,7.5,NA
1971,17,NA,NA,NA,NA,3.82,NA,0.3328,0.68,NA,0.03,351.96,NA,30.2,NA,6.7,NA
1971,18,NA,NA,NA,NA,3.24,NA,0.364,0.79,NA,0.104285714,308.7,NA,29.1,NA,8.1,NA
1971,19,NA,NA,NA,NA,1.27,NA,7.9248,0.7,NA,0.227142857,205.8,NA,28,NA,9.5,NA
1971,20,NA,NA,NA,NA,1.27,NA,4.2328,0.65,NA,0.067142857,410.55,NA,28.6,NA,10.9,NA
1971,21,NA,NA,NA,NA,1.27,NA,0.3224,0.74,NA,0.168571429,402.99,NA,28.3,NA,12.7,NA
1971,22,NA,NA,NA,NA,1.57,NA,0.0312,0.97,NA,0.008571429,519.33,NA,29.1,NA,14.8,NA
1971,23,NA,NA,NA,NA,3.73,NA,0.8216,1.54,NA,0.084285714,576.24,NA,29.5,NA,16.7,NA
1971,24,NA,NA,NA,NA,8.34,NA,0.3328,1.09,NA,0.22,591.57,NA,29.1,NA,17.2,NA
1971,25,NA,NA,NA,NA,7.55,NA,0.7384,1.32,NA,0,560.28,NA,30.2,NA,17.3,NA
1971,26,NA,NA,NA,NA,1.47,NA,0.104,1.24,NA,0.005714286,578.55,NA,29.9,NA,20.9,NA
1971,27,NA,NA,NA,NA,6.77,NA,1.3728,2.32,NA,0.06,601.02,NA,30.2,NA,21.7,NA
1971,28,NA,NA,NA,NA,10.49,NA,1.0088,2.49,NA,0,578.55,NA,30.6,NA,20.5,NA
1971,29,NA,NA,NA,NA,0.39,NA,0.1768,0.83,NA,0.022857143,544.53,NA,30.6,NA,21,NA
1971,30,NA,NA,NA,NA,0.98,NA,0.0832,1.02,NA,0.35,441.63,NA,30.4,NA,22.2,NA
1971,31,NA,NA,NA,NA,10.89,NA,0.4784,1.86,NA,0.064285714,420.63,NA,30.4,NA,23.2,NA
1971,32,NA,NA,NA,NA,10.2,NA,1.092,3,NA,0.054285714,432.81,NA,30.4,NA,22.7,NA
1971,33,NA,NA,NA,NA,15.01,NA,1.4144,3.4,NA,0.062857143,549.57,NA,30.2,NA,22.1,NA
1971,34,NA,NA,NA,NA,18.83,NA,0.7904,3.12,NA,0.174285714,540.54,NA,30.7,NA,21.5,NA
1971,35,NA,NA,NA,NA,24.42,NA,1.612,3.49,NA,0.138571429,455.7,NA,30.2,NA,21.7,NA
1971,36,NA,NA,NA,NA,18.63,NA,1.56,2.95,NA,0.002857143,395.43,NA,30.2,NA,20.5,NA
1971,37,NA,NA,NA,NA,21.77,NA,1.2272,3.35,NA,0.062857143,346.08,NA,30.2,NA,21.8,NA
1971,38,NA,NA,NA,NA,30.11,NA,1.3312,3.56,NA,0.235714286,311.43,NA,30.2,NA,21.1,NA
1971,39,NA,NA,NA,NA,31.68,NA,1.5808,3.7,NA,0.064285714,364.77,NA,30.2,NA,19.1,NA
1971,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,303.66,NA,NA,NA,NA,NA
1971,41,NA,NA,NA,NA,18.05,NA,3.536,2.65,NA,0.018571429,283.92,NA,30.5,NA,16.8,NA
1971,42,NA,NA,NA,NA,30.01,NA,7.176,4.66,NA,0.292857143,282.24,NA,30.2,NA,16.1,NA
1971,43,NA,NA,NA,NA,27.26,NA,9.1832,4.14,NA,0,170.73,NA,30.4,NA,15.8,NA
1971,44,NA,NA,NA,NA,24.32,NA,8.9752,3.42,NA,0.1,128.52,NA,30.2,NA,16.1,NA
1971,45,NA,NA,NA,NA,18.73,NA,6.032,2.42,NA,0.09,212.52,NA,30.7,NA,13.1,NA
1971,46,NA,NA,NA,NA,27.17,NA,10.556,3.25,NA,0.03,190.05,NA,NA,NA,9.3,NA
1971,47,NA,NA,NA,NA,26.87,NA,11.44,3.3,NA,0.037142857,139.02,NA,30.2,NA,8.7,NA
1971,48,NA,NA,NA,NA,24.71,NA,12.896,3.12,NA,0.308571429,85.26,NA,30.2,NA,6.9,NA
1971,49,NA,NA,NA,NA,21.48,NA,13.832,3.83,NA,0.271428571,137.97,NA,30.2,NA,4.6,NA
1971,50,NA,NA,NA,NA,18.14,NA,13.728,2.4,NA,0.068571429,118.86,NA,29.6,NA,5.2,NA
1971,51,NA,NA,NA,NA,15.79,NA,11.752,1.59,NA,0.061428571,111.72,NA,30.2,NA,5,NA
1971,52,NA,NA,NA,NA,10.1,NA,6.76,0.93,NA,0.074285714,91.35,NA,30.7,NA,4.9,NA
1972,1,NA,NA,NA,NA,14.81,NA,11.024,1.41,NA,0,107.1,NA,30.2,NA,3.8,NA
1972,2,NA,NA,NA,NA,12.26,NA,10.92,1.35,NA,0.144285714,111.3,NA,29.6,NA,3.8,NA
1972,3,NA,NA,NA,NA,3.33,NA,5.512,0.85,NA,0.08,159.81,NA,29.6,NA,2.3,NA
1972,4,NA,NA,NA,NA,2.16,NA,1.976,0.45,NA,0.018571429,132.93,NA,27.5,NA,2.8,NA
1972,5,NA,NA,NA,NA,2.94,0.5,0.416,0.41,NA,0.021428571,167.79,3.63,30.7,NA,2,NA
1972,6,NA,NA,NA,NA,0.94,1.7,0.728,0.44,12.5082291,0.214285714,213.99,3.33,30.7,NA,1.1,NA
1972,7,NA,NA,NA,NA,1.42,1.6,1.456,0.49,19.5303928,0.035714286,197.61,2.42,29.6,NA,1.5,NA
1972,8,NA,NA,NA,NA,1.42,0.4,0.936,0.33,NA,0.365714286,242.76,2.72,29.1,NA,0.9,NA
1972,9,NA,NA,NA,NA,1.98,1.8,0.312,0.5,34.01360544,0.111428571,210.21,2.72,28.6,NA,1.4,NA
1972,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.264285714,244.65,2.42,NA,NA,NA,NA
1972,11,NA,NA,NA,NA,0.19,0.7,0.416,NA,69.12442396,0.157142857,148.68,2.42,NA,NA,2.4,NA
1972,12,NA,NA,NA,NA,1.7,2,0.208,NA,94.36032478,0.39,296.1,2.12,25.4,NA,3.7,NA
1972,13,NA,NA,NA,NA,0.38,1.3,0.312,0.3,32.69694975,0.148571429,336,2.72,26.5,NA,3.9,NA
1972,14,NA,NA,NA,NA,1.7,1.4,0.624,0.3,10.53324556,0.011428571,508.62,3.02,28,NA,4.8,NA
1972,15,NA,NA,NA,NA,2.74,0.5,0.728,0.7,10.75268817,0.062857143,308.91,3.02,27.5,NA,4,NA
1972,16,NA,NA,NA,NA,2.64,1.3,0.312,0.7,6.363835857,0.144285714,404.04,3.63,29.1,NA,5.4,NA
1972,17,NA,NA,NA,NA,1.61,1.5,0.312,0.4,13.16655695,0.21,439.53,3.02,27.5,NA,6.6,NA
1972,18,NA,NA,NA,NA,0.47,1.1,0.936,0.2,16.45819618,0.112857143,366.87,3.33,28.6,NA,8.6,NA
1972,19,NA,NA,NA,NA,0.85,0.7,0.208,0.2,21.50537634,0.277142857,471.66,2.72,26.5,NA,11.8,NA
1972,20,NA,NA,NA,NA,0.94,1.2,0.104,0.3,16.6776388,0.168571429,401.31,2.12,29.1,NA,10.2,NA
1972,21,NA,NA,NA,NA,2.93,0.2,0.416,1.3,NA,0.328571429,576.24,3.02,30.7,NA,13,NA
1972,22,NA,NA,NA,NA,0.76,0.7,0.416,0.5,NA,0,541.17,3.02,NA,NA,14.4,NA
1972,23,NA,NA,NA,NA,1.3,0.4,0.364,0.39,NA,0.137142857,533.61,2.72,27.5,NA,17.7,NA
1972,24,NA,NA,NA,NA,3.3,0,0.936,1.8,NA,0.211428571,474.6,2.12,NA,NA,15.4,NA
1972,25,NA,NA,NA,NA,13.2,0.4,6.136,0.88,NA,0.162857143,231,2.12,NA,NA,17.5,NA
1972,26,NA,NA,NA,NA,NA,0,NA,1.13,NA,0.41,528.15,2.12,NA,NA,18.7,NA
1972,27,NA,NA,NA,NA,1.5,0,0.6448,0.32,34.23304806,0.098571429,474.81,1.8,NA,NA,20.2,NA
1972,28,NA,NA,NA,NA,11.5,0.1,0.416,0.96,22.60258942,0.005714286,497.49,3.02,NA,NA,18.4,NA
1972,29,NA,NA,NA,NA,NA,0,NA,NA,19.5303928,0.104285714,377.16,3.02,28,NA,21.9,NA
1972,30,NA,NA,NA,NA,NA,0.1,NA,NA,16.01931095,0.028571429,542.43,2.42,26.4,NA,23.3,NA
1972,31,NA,NA,NA,NA,NA,0,NA,NA,15.3609831,0.388571429,453.39,NA,26.4,NA,NA,NA
1972,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.277142857,559.65,NA,NA,NA,NA,NA
1972,33,NA,NA,NA,NA,6.6,0,0.4472,3.55,16.45819618,0.014285714,416.85,2.12,28.4,NA,20.1,NA
1972,34,NA,NA,NA,NA,6,0,0.312,1.07,18.21373711,0.091428571,500.64,2.72,28,NA,21.4,NA
1972,35,NA,NA,NA,NA,19.7,0.9,1.404,5.05,10.75268817,0,392.49,2.72,29.6,NA,21.3,NA
1972,36,NA,NA,NA,NA,27.3,5.9,1.508,2.63,11.41101602,0.134285714,383.25,2.12,28.4,NA,19.4,NA
1972,37,NA,NA,NA,NA,20,1.8,1.144,1.66,14.92209787,0.471428571,365.4,2.12,29.2,NA,18.9,NA
1972,38,NA,NA,NA,NA,26.7,0.8,3.432,1.76,25.23590081,0.097142857,206.22,2.42,29.2,29.6,20,20
1972,39,NA,NA,NA,NA,25.3,8.8,4.628,2.09,11.41101602,0.437142857,280.14,2.72,29.2,29.2,18.6,18.4
1972,40,NA,NA,NA,NA,32.5,11.2,6.084,2.35,6.583278473,0.027142857,299.04,3.02,28.4,28.4,17,16.6
1972,41,NA,NA,NA,NA,29,7.6,6.916,2.35,9.436032478,0.294285714,306.18,2.12,29.2,28.4,15.8,14.8
1972,42,NA,NA,NA,NA,26.5,7.3,6.864,2.19,7.680491551,0.032857143,257.46,2.12,29.2,28.4,13.9,14.2
1972,43,NA,NA,NA,NA,24.7,8.2,7.8,1.91,3.949967084,0.115714286,261.45,2.42,29.2,29.2,12.4,13.6
1972,44,NA,NA,NA,NA,28.3,9.4,10.244,1.97,8.558262014,0.101428571,165.27,2.42,29.2,28.4,11.5,12
1972,45,NA,NA,NA,NA,26.5,9.8,11.908,1.97,7.24160632,0.152857143,103.95,2.72,28.4,28,10.5,10.5
1972,46,NA,NA,NA,NA,20.8,14.2,12.376,1.98,11.84990125,0.348571429,93.45,3.02,29.2,28.4,9.2,10.5
1972,47,NA,NA,NA,NA,20.8,7.8,14.456,1.39,5.266622778,0.292857143,198.03,2.72,27,28,8.3,9
1972,48,NA,NA,NA,NA,8.1,5.6,4.576,0.85,7.24160632,0.248571429,138.39,1.8,27.5,27,7,7
1972,49,NA,NA,NA,NA,17.3,4.7,10.712,1.07,7.24160632,0.302857143,112.56,3.02,27,28,6.5,6.5
1972,50,NA,NA,NA,NA,24.5,6.7,15.184,1.02,4.608294931,0.445714286,88.2,3.93,24.7,27,5.8,6.3
1972,51,NA,NA,NA,NA,16.7,3.4,11.128,0.63,3.511081852,0.207142857,86.52,2.12,27.5,27.5,4.1,4.3
1972,52,NA,NA,NA,NA,21.3,6,14.352,0.85,NA,0.25,83.16,4.23,NA,NA,3.8,4.5
1973,1,NA,NA,NA,NA,17.6,4,13.104,0.72,3.006363836,0.113333333,143.01,3.93,27.5,29.2,4.5,5.5
1973,2,NA,NA,NA,NA,13.6,2.3,11.544,0.73,2.128593373,0,203.91,2.72,29.2,29.2,2.5,2
1973,3,NA,NA,NA,NA,17.5,2.5,14.04,0.85,2.194426158,0.031428571,176.82,4.23,28,29.2,0.5,2.5
1973,4,NA,NA,NA,NA,14.3,1.4,12.376,0.69,5.178845732,0.15,150.57,3.18,28.4,29.2,4,5
1973,5,NA,NA,NA,NA,26.4,3.5,NA,1,9.062980031,0.467142857,231.42,3.02,26.4,26.4,4,4
1973,6,NA,NA,NA,NA,10.4,0.8,11.96,0.75,8.514373491,0.031428571,178.71,4.23,28.4,28.4,4,4
1973,7,NA,NA,NA,NA,15,2.6,13.52,1.05,12.06934387,0.155714286,258.09,2.42,27,27,0.9,0.5
1973,8,NA,NA,NA,NA,6.3,0.3,8.112,0.42,NA,0,300.51,3.63,NA,NA,1,1.3
1973,9,NA,NA,NA,NA,3.8,0.3,0.728,0.3,56.83563748,0.014285714,222.39,2.42,28.4,29.2,1.8,2
1973,10,NA,NA,NA,NA,NA,0,0.832,0,34.89137591,0.192857143,203.28,3.02,28.4,29.2,3,3.5
1973,11,NA,NA,NA,NA,NA,1.3,3.016,0,32.0386219,0.092857143,204.54,2,27,29.2,5.5,5
1973,12,NA,NA,NA,NA,0.8,0,0.832,0,4.674127716,0.008571429,319.83,3,29.2,29.2,4.5,4.9
1973,13,NA,NA,NA,NA,0.7,0.1,0.416,0.47,14.61487821,0.1,259.98,2.75,27.5,29.2,5,4.5
1973,14,NA,NA,NA,NA,1.7,0.4,0.468,0.17,6.363835857,0.512857143,254.52,3.75,27.2,29.27,6,6
1973,15,NA,NA,NA,NA,2.5,0.4,0.156,0,28.96642528,0.16,499.59,2,29.69,27.2,6,6
1973,16,NA,NA,NA,NA,0.5,0.1,0.1872,0,14.37349133,0.002857143,476.91,3.5,27.2,28.75,7,7
1973,17,NA,NA,NA,NA,0.8,0.1,0.312,0,6.363835857,0.347142857,293.16,4.25,27.2,28.24,10.5,11
1973,18,NA,NA,NA,NA,0.2,0,0.104,0,12.99100285,0.011428571,461.79,3,27.2,28.75,9,8.5
1973,19,NA,NA,NA,NA,1.1,0,0,0.17,20.73732719,0.228571429,421.68,2.25,27.2,27.2,11,11
1973,20,NA,NA,NA,NA,0.1,0.2,0,0.15,7.197717797,0.07,455.91,2.5,27.72,28.24,13.2,11.8
1973,21,NA,NA,NA,NA,0.8,0.1,0.104,0.27,16.80930437,0.204285714,322.14,2.5,27.72,28.24,13,13
1973,22,NA,NA,NA,NA,2.8,0.1,0.3952,0.67,16.85319289,0.064285714,603.75,3,27.2,28.75,13.5,14
1973,23,NA,NA,NA,NA,1.7,0.1,NA,0.99,19.17928462,0.012857143,476.49,2.5,27.2,28.24,15.5,15
1973,24,NA,NA,NA,NA,4.9,0.6,NA,0.98,30.50252359,0.104285714,525.21,2.5,28.75,28.75,20,16.5
1973,25,NA,NA,NA,NA,9.6,1,1.56,1.55,26.11367127,0.027142857,370.86,2.5,28.75,28.75,18,17.5
1973,26,NA,NA,NA,NA,17.5,0.6,0.728,0.8,23.04147465,0.344285714,318.78,2,28.75,29.78,19.8,17
1973,27,NA,NA,NA,NA,23.2,0.2,0.26,3.05,18.43317972,0.064285714,478.38,2,28.75,30.3,19.5,19.5
1973,28,NA,NA,NA,NA,26.7,0.4,0.312,2.96,9.962694755,0.09,472.08,1.66,27.2,28.75,24.5,20
1973,29,NA,NA,NA,NA,10.7,0,0.104,3.4,41.03576915,0.254285714,490.77,1.66,26.7,28.75,21.2,20
1973,30,NA,NA,NA,NA,14.2,0.1,0.208,2.18,38.40245776,0.008571429,402.36,1.66,27.2,26.69,21.5,20
1973,31,NA,NA,NA,NA,8.8,5,0.468,3.04,5.529953917,0.024285714,436.8,2.75,28.24,28.75,20.5,20
1973,32,NA,NA,NA,NA,11.3,0,0.104,2.38,33.79416283,0,513.24,1.25,27.75,28.75,NA,NA
1973,33,NA,NA,NA,NA,0.7,0.3,0.312,0.35,24.57757296,0.604285714,400.68,1.25,27.72,28.75,23.5,21.5
1973,34,NA,NA,NA,NA,0.9,0.3,0.364,0.82,18.25762563,0.048571429,414.12,2,28.24,28.24,22,21.5
1973,35,NA,NA,NA,NA,2.5,0.2,0.728,0.6,NA,0.061428571,448.98,1.75,27.72,27.72,21,21
1973,36,NA,NA,NA,NA,1.8,0.8,0.6136,1.05,38.45731841,0.08,378,2.75,28.495,27.72,22.1,20.75
1973,37,NA,NA,NA,NA,5.8,0.2,0.52,1.01,NA,0.148571429,399.21,NA,NA,NA,NA,NA
1973,38,NA,NA,NA,NA,13.4,4.2,1.144,1.3,10.75268817,0.11,332.85,1.75,29.27,29.27,18.5,18.3
1973,39,NA,NA,NA,NA,5.02,0,1.144,1.67,41.25521176,0.095714286,333.48,1.75,29.27,29.27,18,17.5
1973,40,NA,NA,NA,NA,7.35,2.4,1.1648,1.49,6.363835857,0.11,289.8,2.25,28.29,28.74,17,17
1973,41,NA,NA,NA,NA,0,0.3,0.9776,0.61,52.00789993,0.002857143,324.03,1.75,28.24,29.27,15.8,16.5
1973,42,NA,NA,NA,NA,4.98,0.6,1.0712,1.11,16.04125521,0.011428571,246.54,1.75,29.78,29.27,16,16
1973,43,NA,NA,NA,NA,0,0,0.6552,0.98,14.52710116,0,217.56,2,29.78,29.78,13.5,13.5
1973,44,NA,NA,NA,NA,0.36,1.3,1.5184,0.76,18.30151415,0.352857143,187.32,2,29.78,29.78,12.5,12.5
1973,45,NA,NA,NA,NA,2.45,0,0.7488,1.08,10.73074391,0,196.77,2.5,29.78,29.78,10.2,10.2
1973,46,NA,NA,NA,NA,1.83,0.4,0.936,1,13.03489138,0.015714286,154.35,2.5,30.81,30.81,8.9,9
1973,47,NA,NA,NA,NA,0.28,0,0.676,0.79,12.99100285,0.092857143,119.28,2.5,30.3,30.3,8,7.9
1973,48,NA,NA,NA,NA,1.83,0,0.7488,0.57,17.42374369,0.194285714,135.24,2.25,29.78,29.78,8,8
1973,49,NA,NA,NA,NA,3.39,4.9,2.8704,1.08,4.696071977,0.054285714,100.8,3,28.75,29.27,5.9,7
1973,50,NA,NA,NA,NA,6.54,4.3,2.3296,0.87,3.094140882,0.331428571,102.48,2.5,29.78,29.27,7.6,7.8
1973,51,NA,NA,NA,NA,18.63,9.8,7.9872,1.48,2.874698266,0.541428571,103.53,2.25,27.72,27.72,6,6
1973,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.121428571,110.04,NA,NA,NA,NA,NA
1974,1,NA,NA,NA,NA,26.76,9.78,12.3656,1.48,2.699144174,0.14,NA,2.625,28.54,30.34,3.85,5.2
1974,2,NA,NA,NA,NA,22.27,7.12,10.5248,1.27,1.53609831,0.214285714,88.83,2.25,30.09,30.09,1.2,1.6
1974,3,NA,NA,NA,NA,19.93,5.11,10.3688,1.46,2.50164582,0.087142857,101.64,2.75,29.06,29.57,0.9,1.3
1974,4,NA,NA,NA,NA,22.16,7.14,12.0224,1.47,3.291639236,0.11,143.43,3.5,30.09,30.09,4,4.4
1974,5,NA,NA,NA,NA,18.67,4.96,11.5128,1.32,11.60851437,0.174285714,156.87,2.5,NA,NA,1.5,2.4
1974,6,NA,NA,NA,NA,23.98,3.96,15.0384,1.18,7.746324336,0.081428571,141.54,3,30.6,30.6,1.2,1.7
1974,7,NA,NA,NA,NA,14.11,0.67,11.5128,1.08,17.27013386,0.005714286,200.55,2.5,29.57,30.6,0.5,1.6
1974,8,NA,NA,NA,NA,14.44,0.29,11.5856,0.71,50.25235901,0.292857143,245.7,2,30.09,30.09,3.1,3.1
1974,9,NA,NA,NA,NA,1.37,0.19,0.2288,0.14,41.47465438,0.024285714,246.12,2.25,29.06,30.6,3.7,3.8
1974,10,NA,NA,NA,NA,NA,0.18,0.0936,0.18,4.827737547,0.004285714,202.23,2.25,30.09,30.09,4.5,4.5
1974,11,NA,NA,NA,NA,0.04,0.42,0.6864,0.22,11.32323897,0.192857143,256.83,3.25,30.6,30.6,3.9,3.9
1974,12,NA,NA,NA,NA,1.49,0.53,0.7488,0.26,18.52095677,0.364285714,366.03,2.5,29.57,30.09,4.2,4
