Year,Month,Week,Chl
1984,1,3,2.925922758
1984,1,4,2.988426095
1984,1,5,3.558264624
1984,2,6,4.947317241
1984,2,7,7.544166043
1984,2,8,10.95486005
1984,2,9,14.4732443
1984,3,10,16.49626684
1984,3,11,16.29513343
1984,3,12,16.71387394
1984,3,13,16.37585969
1984,4,14,14.06079023
1984,4,15,11.5483954
1984,4,16,10.72959689
1984,4,17,9.319060182
1984,4,18,7.255160496
1984,5,19,5.905016584
1984,5,20,5.406512075
1984,5,21,5.343158379
1984,5,22,5.96612122
1984,6,23,6.642084032
1984,6,24,7.231716313
1984,6,25,8.134647708
1984,6,26,9.025753804
1984,7,27,9.290395357
1984,7,28,9.545149516
1984,7,29,10.96184485
1984,7,30,12.71311576
1984,7,31,13.07990578
1984,8,32,13.20754941
1984,8,33,13.93571925
1984,8,34,13.85094311
1984,8,35,13.83094975
1984,9,36,13.4128572
1984,9,37,12.7614088
1984,9,38,10.88709508
1984,9,39,8.257558053
1984,10,40,6.134965681
1984,10,41,4.547170868
1984,10,42,3.605713088
1984,10,43,3.058378543
1984,10,44,2.678048776
1984,11,45,2.227511501
1984,11,46,2.249347962
1984,11,47,2.31365148
1984,11,48,2.636129042
1984,12,49,3.18349935
1984,12,50,3.84688683
1984,12,51,4.323985826
1984,12,52,4.645174265
1985,1,1,5.531831487
1985,1,2,7.250324362
1985,1,3,9.68361657
1985,1,4,12.83943164
1985,2,5,15.45788602
1985,2,6,15.81341524
1985,2,7,13.30748132
1985,2,8,10.44323666
1985,3,9,8.334495757
1985,3,10,6.695560408
1985,3,11,5.474761758
1985,3,12,4.896358969
1985,4,13,4.707887047
1985,4,14,4.41824519
1985,4,15,4.05529672
1985,4,16,3.921208037
1985,4,17,3.813403829
1985,5,18,3.954192965
1985,5,19,3.825645719
1985,5,20,3.732118708
1985,5,21,4.049911107
1985,5,22,4.567246682
1985,6,23,5.535621373
1985,6,24,7.329205846
1985,6,25,9.486072055
1985,7,26,11.8817103
1985,7,27,14.82044467
1985,7,28,17.41553307
1985,7,29,19.43151854
1985,7,30,20.53425539
1985,8,31,19.86971028
1985,8,32,18.33793847
1985,8,33,17.59043699
1985,8,34,16.77979326
1985,8,35,16.19245503
1985,9,36,14.3472722
1985,9,37,12.91867391
1985,9,38,11.82839384
1985,9,39,12.32420697
1985,10,40,12.42733638
1985,10,41,12.54775243
1985,10,42,11.91855092
1985,10,43,10.89446854
1985,11,44,9.926634391
1985,11,45,9.079742095
1985,11,46,7.037659466
1985,11,47,5.38296859
1985,11,48,3.849018958
1985,12,49,2.921328282
1985,12,50,2.555241292
1985,12,51,2.654810043
1985,12,52,3.462687358
1986,1,1,4.899386064
1986,1,2,7.183157357
1986,1,3,10.01210493
1986,1,4,12.35679146
1986,2,5,13.50190045
1986,2,6,13.25593908
1986,2,7,12.7298147
1986,2,8,11.90387438
1986,3,9,10.89448286
1986,3,10,8.741189556
1986,3,11,6.659653729
1986,3,12,5.469343156
1986,3,13,4.189509612
1986,4,14,3.318330798
1986,4,15,2.884752275
1986,4,16,2.949852158
1986,4,17,3.284589214
1986,5,18,3.780124516
1986,5,19,4.221792034
1986,5,20,4.831610055
1986,5,21,5.648041966
1986,5,22,6.79356542
1986,6,23,7.929418097
1986,6,24,8.771391204
1986,6,25,9.662516023
1986,6,26,10.51644674
1986,7,27,11.19838473
1986,7,28,12.16749074
1986,7,29,13.01348421
1986,7,30,13.2551242
1986,8,31,13.50960976
1986,8,32,13.2544812
1986,8,33,12.51585551
1986,8,34,11.77522086
1986,8,35,10.92175343
1986,9,36,10.94477012
1986,9,37,10.84605271
1986,9,38,9.477971584
1986,9,39,8.279089237
1986,10,40,7.580868391
1986,10,41,6.890647033
1986,10,42,6.30990279
1986,10,43,5.773175038
1986,10,44,5.33259955
1986,11,45,4.771160608
1986,11,46,4.24776285
1986,11,47,3.871692891
1986,11,48,3.757768327
1986,12,49,3.697921929
1986,12,50,3.724541608
1986,12,51,3.769960705
1986,12,52,3.916056466
1987,1,1,4.222455975
1987,1,2,4.568718166
1987,1,3,4.822688286
1987,1,4,5.139467519
1987,2,5,5.972063237
1987,2,6,7.001560061
1987,2,7,8.523354455
1987,2,8,9.705556014
1987,3,9,11.17946067
1987,3,10,12.02715215
1987,3,11,14.05620665
1987,3,12,18.01674317
1987,3,13,21.06214626
1987,4,14,23.93085151
1987,4,15,27.75729238
1987,4,16,28.80273302
1987,4,17,27.10503268
1987,4,18,24.26999337
1987,5,19,19.51068334
1987,5,20,15.63732127
1987,5,21,12.74232357
1987,5,22,11.85449935
1987,6,23,11.3432428
1987,6,24,11.54625994
1987,6,25,12.31237124
1987,6,26,13.96613746
1987,7,27,15.66719373
1987,7,28,17.04839408
1987,7,29,18.21933034
1987,7,30,18.95592761
1987,8,31,19.08637009
1987,8,32,18.58010968
1987,8,33,16.95991415
1987,8,34,15.03805333
1987,8,35,14.01816667
1987,9,36,12.8090076
1987,9,37,11.16538864
1987,9,38,9.985270335
1987,9,39,9.48074333
1987,9,40,9.372002997
1987,10,41,9.623968063
1987,10,42,10.30423595
1987,10,43,11.40588148
1987,10,44,12.85462282
1987,11,45,14.25587684
1987,11,46,15.8659975
1987,11,47,17.52196838
1987,11,48,18.98052003
1987,12,49,20.00301935
1987,12,50,20.62942525
1987,12,51,19.0875026
1987,12,52,17.56761742
1988,1,1,16.31165827
1988,1,2,15.47185275
1988,1,3,14.78933116
1988,1,4,14.08905057
1988,1,5,13.8371147
1988,2,6,13.76725199
1988,2,7,13.91919192
1988,2,8,14.19691744
1988,2,9,14.10817542
1988,3,10,13.88158751
1988,3,11,12.76254469
1988,3,12,11.41968451
1988,3,13,10.17550012
1988,4,14,8.901811827
1988,4,15,7.705726249
1988,4,16,6.645374409
1988,4,17,5.780994631
1988,5,18,5.160973972
1988,5,19,4.86722389
1988,5,20,4.756693902
1988,5,21,4.829023351
1988,5,22,5.287002604
1988,6,23,5.944884535
1988,6,24,6.681644007
1988,6,25,7.172454322
1988,6,26,7.124546241
1988,7,27,6.905989884
1988,7,28,6.346399484
1988,7,29,6.448259365
1988,7,30,7.353938193
1988,8,31,8.568723317
1988,8,32,8.795744042
1988,8,33,8.218938187
1988,8,34,7.869771338
1988,8,35,7.445781198
1988,9,36,6.775391041
1988,9,37,6.753345102
1988,9,38,6.243863996
1988,9,39,5.962770959
1988,10,40,5.675260362
1988,10,41,5.547141838
1988,10,42,5.118832588
1988,10,43,5.178868087
1988,10,44,4.790399557
1988,11,45,4.261208831
1988,11,46,3.633816665
1988,11,47,3.700883603
1988,11,48,3.662878296
1988,12,49,3.69211595
1988,12,50,3.75115264
1988,12,51,3.855596081
1988,12,52,4.201654869
1989,1,1,4.555040061
1989,1,2,4.89807436
1989,1,3,4.764090019
1989,1,4,4.46676575
1989,1,5,4.52696345
1989,2,6,5.103249977
1989,2,7,6.184209235
1989,2,8,6.637940731
1989,2,9,7.182530316
1989,3,10,7.700052927
1989,3,11,7.370962463
1989,3,12,6.792467941
1989,3,13,6.542140528
1989,4,14,6.739346963
1989,4,15,7.061448854
1989,4,16,7.243277451
1989,4,17,7.013890762
1989,5,18,5.955008853
1989,5,19,5.253511156
1989,5,20,4.606314441
1989,5,21,4.414736897
1989,5,22,4.575872528
1989,6,23,4.988876605
1989,6,24,5.813279313
1989,6,25,7.172107645
1989,6,26,7.754551716
1989,7,27,8.978265068
1989,7,28,9.60880403
1989,7,29,10.31503033
1989,7,30,10.9945804
1989,7,31,11.05109499
1989,8,32,10.47067023
1989,8,33,9.881879691
1989,8,34,9.265093745
1989,8,35,8.694432393
1989,9,36,8.276058419
1989,9,37,8.257805597
1989,9,38,8.182338384
1989,9,39,8.538903388
1989,10,40,9.060514747
1989,10,41,9.428386269
1989,10,42,8.446466697
1989,10,43,7.191687501
1989,10,44,5.823832085
1989,11,45,5.773861105
1989,11,46,5.029762385
1989,11,47,4.150954516
1989,11,48,3.53725717
1989,12,49,3.318253377
1989,12,50,3.366207239
1989,12,51,3.975933695
1989,12,52,5.002745279
